pmcid,sentence,ner
PMC6833180,"In ADCs the densities of M2 macrophages (CD68+Arg1+CD11b+) were higher in solid pattern than other histologic patterns (acinar, lepidic, papillary, P=0.038); and the total macrophages CD68+ were higher in stage III than in stage I and II (P=0.075), Figure 2.","[(28, 38, 'macrophage', 'CL')]"
PMC6833180,"In addition, EGFR mutant tumors had fewer M2 macrophages, total granulocytic and M-MDSCs than WT patient tumors (P=0.009, P=0.009 and, P=0.043; respectively, Figure 2).","[(45, 55, 'macrophage', 'CL')]"
PMC6833180,A 10μm distant radius from malignant cells compared with the other distant analyzed showed higher densities of CD68+ and CD68+CD11b+ myeloid cells in smaller and EGFR mutant tumors than in larger (P=0.024 and P=0.028; respectively) and WT (P=0.039 and P=0.034; respectively) tumors in ADC.,"[(133, 145, 'myeloid cell', 'CL')]"
PMC6833180,"Current FDA-approved immunotherapies aim to reinvigorate CD8+ T cells, but the contribution of the humoral arm of the immune response in human cancer remains poorly understood [1,2].","[(62, 68, 'T cell', 'CL')]"
PMC6833180,"Head and neck squamous cell carcinoma (HNSCC) can be induced by human papillomavirus (HPV+) and carcinogens (HPV-), and the immune infiltrate in the two etiologies has been reported to be distinct, in particular, more B cells in HPV+ HNSCC patients [6].","[(218, 224, 'B cell', 'CL')]"
PMC6833180,"Further, the presence of B cells in HNSCC correlates with increased patient survival [6].","[(25, 31, 'B cell', 'CL')]"
PMC6833180,Our study seeks to differentiate B cell phenotype and function in HPV+ and HPV- HNSCC and identify putative immunotherapeutic targets.,"[(33, 39, 'B cell', 'CL')]"
PMC6833180,Single cell RNA sequencing (scRNAseq) was performed on CD45+ tumor infiltrating lymphocytes (TIL) and peripheral blood leukocytes (PBL) from HPV+ and HPV- HNSCC patients.,"[(80, 90, 'lymphocyte', 'CL'), (119, 128, 'leukocyte', 'CL')]"
PMC6833180,HNSCC TIL and PBL were stained via multiparameter flow cytometry panel using the Cytek Aurora to allow for unbiased analysis of B cell subsets via computational spectral unmixing.,"[(128, 134, 'B cell', 'CL')]"
PMC6833180,We demonstrated distinct trajectories for B cells in HPV+ and HPV- disease.,"[(42, 48, 'B cell', 'CL')]"
PMC6833180,"B cell signatures in HPV- HNSCC patients were predominantly memory B cells and plasma cells, while the signatures in HPV+ HNSCC were naïve and germinal center B cells.","[(0, 6, 'B cell', 'CL')]"
PMC6833180,"We quantified B cells and CD4 T cells in tertiary lymphoid structures (TLS), and the presence of germinal center-rich TLS was associated with HPV+ disease.","[(30, 36, 'T cell', 'CL')]"
PMC6833180,"Independent of HPV status, we have identified an atypical B cell signature increased in the HNSCC TME compared to healthy and inflamed tonsil tissue with no cancer.","[(58, 64, 'B cell', 'CL')]"
PMC6833180,Characterization of B cell phenotype and function in HNSCC is important for devising new therapeutic options for patients.,"[(20, 26, 'B cell', 'CL')]"
PMC6833180,Development of therapeutics to enhance B cell responses in the TME should be prioritized as a compliment to T-cell mediated therapies.,"[(39, 45, 'B cell', 'CL')]"
PMC6833180,Unraveling effector functions of B cells during infection: the hidden world beyond antibody production.,"[(33, 39, 'B cell', 'CL')]"
PMC6833180,"We were intrigued by the expression of glutamate receptors (GluRs), particularly ionotropic GluR3 (AMPAR subtype 3, GluA3) and metabotropic GluR1 on T-lymphocytes, which were upregulated following TCR activation.","[(151, 161, 'lymphocyte', 'CL')]"
PMC6833180,The relative frequency of tumor infiltrating lymphocytes were then correlated with clinical outcomes data.,"[(45, 55, 'lymphocyte', 'CL')]"
PMC6833180,We identified an increased frequency of CD8+ tumor infiltrating lymphocytes in smaller tumors (8cm) tumors representing 25.82% and 15.01% respectively (Figure 2).,"[(64, 74, 'lymphocyte', 'CL')]"
PMC6833180,"Lymphocytes represented a greater proportion of the immune cell population in smaller tumors compared to larger tumors; specifically, CD8+ T cells were seen at a lower frequency in the tumors greater than 8cm compared to those less than 8cm.","[(139, 145, 'T cell', 'CL')]"
PMC6833180,Prevalence of tumor-infiltrating lymphocytes and PD-L1 expression in the soft tissue sarcoma microenvironment.,"[(33, 43, 'lymphocyte', 'CL')]"
PMC6833180,"To identify novel targets for the treatment of PD-1 insensitive cancers, we developed a novel Immune-CRISPRomics platform that enabled genome-wide CRISPR/Cas9 screens in primary T cells in an in vivo setting.","[(178, 184, 'T cell', 'CL')]"
PMC6833180,"In vivo genome-wide CRISPR/Cas9 screens were conducted by introducing sgRNA libraries into Cas9-expressing TCR-Tg T cells, followed by adoptive transfer into tumor-bearing hosts.","[(114, 120, 'T cell', 'CL')]"
PMC6833180,Targets enabling enhanced TCR-Tg T cell function in the context of the tumor microenvironment were identified and validated by follow-on efficacy studies.,"[(33, 39, 'T cell', 'CL')]"
PMC6833180,"In multiple myeloma (MM), marrow infiltrating lymphocytes (MILs) have shown increased anti-tumor reactivity and proliferative capacity compared to their peripheral blood counterparts.","[(46, 56, 'lymphocyte', 'CL')]"
PMC6833180,"Despite the recent identification of a core signature for tissue resident memory T cells (TRM), a definitive bone marrow-resident T cell phenotype has yet to be identified.","[(81, 87, 'T cell', 'CL')]"
PMC6833180,"Here, we used multiparametric flow cytometry to perform single-cell analysis on CD8+ T cells from MM patients to identify those subsets that are enriched in the bone marrow (BM) compared to peripheral blood (PB).","[(85, 91, 'T cell', 'CL')]"
PMC6833180,"Analysis of exhaustion and senescence markers clearly separated the CD69+ MILs population from both PBL and CD69- T cells because of intermediate expression of exhaustion markers such as TIGIT, TIM3, and PD1, increased CD27, and markedly reduced CD57 levels.","[(114, 120, 'T cell', 'CL')]"
PMC6833180,"Interestingly, CD69+ MILs were enriched for TCF1+ and T-bet low T cells suggesting the presence of a stem-like subset in the BM of MM patients.","[(64, 70, 'T cell', 'CL')]"
PMC6833180,"Studies are ongoing to determine whether this population can be exploited and/or enriched to improve the efficacy of adoptive T cell therapy with in MM, especially in the post-transplant setting where activated MILs therapy has already been proven feasible.","[(126, 132, 'T cell', 'CL')]"
PMC6833180,"The assays include: T cell or NK cell-mediated tumor killing, myeloid/macrophage assays, exhausted T cells, Th1/Th17/iTreg differentiation and regulatory T cell suppression assays.","[(143, 160, 'regulatory T cell', 'CL'), (70, 80, 'macrophage', 'CL'), (20, 26, 'T cell', 'CL')]"
PMC6833180,The ability of therapeutics to reverse or inhibit T cell exhaustion was performed using primary human cells.,"[(50, 56, 'T cell', 'CL')]"
PMC6833180,"Myeloid/macrophage cells were differentiated from monocytes in tumor-conditioned media (TCM), phenotyped and tested for their phagocytic capability using anti-CD47 as a control.","[(50, 58, 'monocyte', 'CL')]"
PMC6833180,"TCM drove the generation of macrophage which had a phenotype similar to tumour associated macrophage, CD25lo, CD127lo, CD184hi, CD80lo, CD163hi, CD68lo and MHCIIlo, produced IL-10 and VEGF and were suppressive.","[(28, 38, 'macrophage', 'CL')]"
PMC6833180,"The 3D assays represent a more complex system in which to support translational drug discovery, sitting alongside T cell-mediated tumor killing, myeloid/macrophage assays, Th1/Th17/ iTreg differentiation and nTreg assays.","[(114, 120, 'T cell', 'CL'), (153, 163, 'macrophage', 'CL')]"
PMC6833180,"Studies in the autoimmunity field, have shown that PLTs form aggregates with T cells, downregulating T cell activation, proliferation and interferon-ɣ production [3,4].","[(77, 83, 'T cell', 'CL')]"
PMC6833180,We investigated the presence of circulating PLT-lymphocytes aggregates in solid and haematological cancers.,"[(48, 58, 'lymphocyte', 'CL')]"
PMC6833180,"Furthermore, we assessed the effect of PLT binding on T cell proliferation and phenotype.","[(54, 60, 'T cell', 'CL')]"
PMC6833180,"To that purpose, cryopreserved peripheral blood mononuclear cells were analyzed by multicolor flow cytometry and fluorescent microscopy for PLT-T cell aggregates, as well as CD4 and CD8 subpopulations.","[(144, 150, 'T cell', 'CL'), (48, 64, 'mononuclear cell', 'CL')]"
PMC6833180,"Lastly, to evaluate the effect PLT binding on T cell anti-tumor reactivity, in vitro cytotoxic response was continuously monitored for 40 hours, using the xCELLigence technology.","[(46, 52, 'T cell', 'CL')]"
PMC6833180,"Our preliminary results show that, compared to healthy donors, cancer patients have an increased number of PLT-lymphocyte aggregates, specially CD8+ T cells.","[(111, 121, 'lymphocyte', 'CL')]"
PMC6833180,"Furthermore, PLTs seem to bind preferentially to a specific T cell phenotype and modulate T cell tumor reactivity.","[(60, 66, 'T cell', 'CL')]"
PMC6833180,"These results suggest that binding of PLTs have an impact on T cell activity, which could greatly influence the immune response against tumors.","[(61, 67, 'T cell', 'CL')]"
PMC6833180,Functional consequences of platelet binding to T lymphocytes in inflammation.,"[(27, 35, 'platelet', 'CL')]"
PMC6833180,"Here, we generated a T cell receptor transgenic mouse strain (Tg101) that expresses TCR-α and -β chains from a CD8+ T cell clone specific for a native H-2Kb-restricted antigen on C1498 leukemia cells.","[(21, 27, 'T cell', 'CL')]"
PMC6833180,"In naïve mice, Tg101 thymocytes predominantly develop along the CD8+ lineage, and exist as naïve CD8+ T cells in peripheral lymphoid organs.","[(21, 30, 'thymocyte', 'CL'), (102, 108, 'T cell', 'CL')]"
PMC6833180,"In leukemia-bearing mice, high-affinity 2C CD8+ T cells specific for the H-2Kb-restricted model antigen, SIYRYYGL, rapidly encounter antigen (day 3-4) via its cross-presentation by splenic CD8alpha+ DCs, proliferate briefly, and are largely deleted by day 14.","[(48, 54, 'T cell', 'CL')]"
PMC6833180,"Conversely, antigen encounter by Tg101 CD8+ T cells in mice with C1498 leukemia is delayed (day 7-8), and primarily occurs in the liver - a prominent site of leukemia progression.","[(65, 70, 'C1498', 'CLine'), (44, 50, 'T cell', 'CL')]"
PMC6833180,"Subsequently, Tg101 T cells expand, upregulate expression of co-inhibitory receptors (PD-1, LAG-3, TIM-3 and TIGIT), adopt a transcriptional program enriched for upregulation of known genes associated with T cell anergy/exhaustion (Cblb, Egr2/3, Ctla4 Pcdc1, Tox) and produce effector cytokines poorly, all consistent with the acquisition of a dysfunctional state.","[(92, 95, 'LAG', 'CLine'), (20, 26, 'T cell', 'CL')]"
PMC6833180,"Antigen-experienced Tg101 cells isolated from leukemia bearing mice fail to expand upon transfer into secondary C1498 cell-challenged mice, suggesting that the dysfunctional state induced in Tg101 T cells becomes irreversible at some point.","[(112, 117, 'C1498', 'CLine'), (197, 203, 'T cell', 'CL')]"
PMC6833180,"Surprisingly, antigen encounter by Tg101 T cells in leukemia-bearing mice occurs independently of CD11c+ cells, suggesting that cross-presentation of the Tg101 antigen is not required for in vivo proliferation.","[(41, 47, 'T cell', 'CL')]"
PMC6833180,"Rather, in vivo Tg101 T cell proliferation is strikingly blunted in mice harboring H-2Kb-/- C1498 AML cells, suggesting that the antigen is directly presented to Tg101 T cells.","[(22, 28, 'T cell', 'CL'), (92, 97, 'C1498', 'CLine')]"
PMC6833180,"Collectively, our results reveal that CD8+ T cell tolerance is effectively generated in leukemia-bearing animals.","[(43, 49, 'T cell', 'CL')]"
PMC6833180,CD40 ligation reverses T cell tolerance in acute myeloid leukemia.,"[(23, 29, 'T cell', 'CL')]"
PMC6833180,"Phenotypic profiling of peripheral blood (PBL) and tumor infiltrating lymphocytes (TILs) from head and neck squamous cell carcinoma (HNSCC), melanoma, non-small cell lung, ovarian, and colorectal cancer patients was conducted by flow cytometry.","[(70, 80, 'lymphocyte', 'CL')]"
PMC6833180,"These included numerous cytokine conditions, T cell receptor stimulation, co-culture with antigen presenting cells, as well as blockade of specific costimulation/inhibitory receptors.","[(45, 51, 'T cell', 'CL')]"
PMC6833180,"Correspondingly, NRP1+ Tregs suppress cytotoxic T cell proliferation to a greater degree than their NRP1- counterparts, which can be inhibited using blocking antibodies.","[(48, 54, 'T cell', 'CL')]"
PMC6833180,"Therefore, destabilizing intratumoral Tregs with NRP1 blockade may complement other T cell therapies such as anti-PD1 blockade.","[(84, 90, 'T cell', 'CL')]"
