pmid_or_ft_id,ann_type,partial_match_count,total_ml_count,total_dict_count,ml_not_in_dict_count,dict_not_in_ml_count,ml_not_in_dict,dict_not_in_ml,partial_matches
11311394,organism,26,36,19,20,3,sars-n; bandeiraea simplicifolia; rna viruses; animal; golden syrian hamsters; sars-cov-; coronaviruses; hamster; mycoplasma; s; sars-s; -; c57bl/6j mice; virus; n; sars-cov-2; golden syrian; 2019-ncov; sars; sars-cov,syrian hamsters; syrian hamster; transgenic mice,rna viruses; donkey; hamsters; animal; golden syrian hamsters; animals; rabbit; viruses; coronaviruses; hamster; goat; coronavirus; s; human; mouse; mice; hsv-1; -; c57bl/6j mice; african green monkey; virus; n; syrian golden hamsters; mers; hcov-229e; hcov-oc43
11292069,chemical,16,23,15,10,2,alcohol; vitamin b12; aspirin; hepta-carboxyl; protoporphyrin; uroporphyrin; glutamic acid; estrogen; coproporphyrin; arginine,bilirubin; fibrin,tamsulosin; porphobilinogen; porphyrin; porphyrins; creatinine; protoporphyrin; simvastatin; uroporphyrin; omega-3 fatty acids; cholecalciferol; iron; coproporphyrin; hydroxychloroquine; metals; hydrogen; 5-aminolevulinic acid
11292069,gene_protein,6,10,7,5,2,alanine aminotransferase; tim; antibodies; c3; igg,ferritin; transferrin,aspartate aminotransferase; alanine aminotransferase; urod; triose phosphate isomerase; uroporphyrinogen decarboxylase; alkaline phosphatase
11292069,go_term,2,2,2,0,0,,,catalytic activity; pathogenesis
11292069,disease,13,16,12,10,6,"pct type 1; hepatitis c infection; hfe; localized melanoma of the skin; chronic hepatitis c infection; digestive and kidney diseases; porphyria cutanea tarda, type 2; pct type 2; skin; porphyria cutanea",kidney diseases; skin lesions; iron overload; melanoma of the skin; porphyria cutanea tarda; infection,"stroke; porphyria; hepatitis c infection; diabetes; localized melanoma of the skin; chronic hepatitis c infection; hereditary hemochromatosis; hepatitis; systemic arterial hypertension; digestive and kidney diseases; porphyria cutanea tarda, type 2; skin; porphyria cutanea"
11292069,exp_methods,1,3,2,2,1,immunofluorescence; assays,biopsies,biopsy
11292069,organism,4,6,4,2,0,porphyria; tarda,,fish; man; hiv; human
11310114,disease,7,7,7,0,0,,,chronic kidney disease; diabetes; addiction; cancer; respiratory disorders; cardiovascular diseases; nicotine addiction
11310114,chemical,1,1,1,0,0,,,nicotine
11310114,organism,1,2,1,1,0,tobacco,,human
11310114,go_term,3,3,5,2,4,circulation; behavioral,taste; uptake; behaviors; blood circulation,circulation; death; behavioral
11322678,disease,8,9,8,2,1,diabetes mellitus; dn,diabetes,strabismus; age-related macular degeneration; diabetes mellitus; diabetic nephropathy; chronic disease; retinal diseases; diabetic retinopathy; retinal disease
11322678,chemical,0,0,1,0,1,,retina,
11322678,organism,1,1,1,0,0,,,human
11322678,go_term,1,1,2,0,1,,learning,vision
10097829,disease,3,4,3,1,0,ad,,cardiovascular disease; diabetes; cancer
10097829,gene_protein,0,1,0,1,0,cd4,,
10097829,organism,1,1,1,0,0,,,hiv
10097829,go_term,1,1,3,0,2,,uptake; behavior,aging
11316207,chemical,2,2,3,0,1,,advanced glycation end products,formaldehyde; haematoxylin
11316207,gene_protein,3,8,3,5,0,amyloid beta; aî²; antibodies; tau; late,,at8; apoe; tdp-43
11316207,go_term,10,11,12,3,4,membranes; depolarizations; neurofibrillary,basement membranes; memory; learning; neurofibrillary tangles,cognition; death; lewy bodies; aging; localization; pathogenesis; segmentation; membranes; neurofibrillary; vasoconstriction
11316207,disease,17,20,18,6,4,small vessel disease; diabetes mellitus; neurological disorders; mild cognitive impairment; ad; -predominant age-related tdp-43 encephalopathy,white matter hyperintensities; microscopic infarcts; encephalopathy; infarcts,stroke; lacunar infarction; hypertension; diabetes; hippocampal sclerosis; tumours; heart disease; atherosclerosis; dementia; cognitive impairment; cognitive decline; diabetes mellitus; mild cognitive impairment; communicative disorders; -predominant age-related tdp-43 encephalopathy; cerebral amyloid angiopathy; arteriolosclerosis
11316207,exp_methods,2,2,3,1,2,extraction,inversion; feature extraction,extraction; pca
11316207,organism,2,2,2,0,0,,,rat; humans
11268144,disease,1,1,1,1,1,lung cancer,cancer,lung cancer
11268144,chemical,1,2,1,1,0,morphine,,oxygen
11268144,organism,2,3,2,2,1,women; human beings,human,human beings; humans
11268144,go_term,1,2,2,1,1,sleeping,memory,death
11292046,disease,16,20,13,9,2,systemic autoimmune rheumatic diseases; ra; sex; insulin resistance; sle; diabetes mellitus; sex hypertension; chronic autoimmune disease; type 2 dm,rheumatic diseases; autoimmune disease,chronic autoimmune disease; impaired glucose tolerance; systemic autoimmune rheumatic diseases; hypertension; diabetes; ra; lupus nephritis; hyperglycaemia; diabetes mellitus; lupus; cardiovascular disease; sex hypertension; central obesity; systemic lupus erythematosus; chronic disease; hypovitaminosis
11292046,chemical,8,8,11,0,3,,peptide; insulin; dicas,glucocorticoid; lipid; mycophenolate mofetil; glucocorticoids; prednisone; glucose; hydroxychloroquine; mycophenolic acid
11292046,gene_protein,3,7,4,5,2,adipocytokines; pro-inflammatory cytokines; insulin; toll-like receptors; c-peptide,toll-like receptors 7; calcineurin inhibitors,interferon-î±; c-reactive protein; toll-like receptors
11292046,go_term,3,3,3,1,1,metabolism,glucose metabolism,gluconeogenesis; metabolism; synthesis
11303137,disease,6,8,5,3,0,nerve damage; post-stroke; cardiopulmonary disease,,stroke; infections; strokes; post-stroke; chronic stroke; osteoporosis
11303137,chemical,1,1,1,0,0,,,carbon
11303137,organism,0,1,0,1,0,humans,,
11303137,go_term,1,1,1,0,0,,,proprioception
10416763,gene_protein,7,20,11,15,6,peptidyl carrier protein; fatty-acid amp ligase; pnp; fatty-acid-adenylating enzymes; polyketide-associated protein; fatty acyl-coenzyme a (coa) ligases; atp-binding proteins; polyketide synthases; nucleoside phosphorylase; pks2; -adenylating enzymes; fatty acid-amp ligases; fatty acyl-amp ligase; pyrophosphatase; faal28,pks13; papa1; fadd32; fadd28; mtb; fadd23,faal; polyketide synthases; sl-1; ams; polyketide synthase 2; pcp; faal28
10416763,chemical,28,32,31,16,15,"citrate; fatty-acyl; dimethyl; phosphopantetheinyl; carbonyl; phthioceranoic acids; sulfate; sodium; fatty acids; ammonium; acyl; water; trehalose; fatty acid; coenzyme; -methyl-2,4-pentanediol",monobasic ammonium phosphate; undecanoyl; mg2+; carbonyl group; atoms; sodium citrate; sulfamoyl; fatty-acid; sulfolipid-1; acyl-group; nucleoside; polyketide; dimethyl sulfoxide; trehalose 2-sulfate; electron,"glycol; carbonyl; acyl; hydrogen; sulfolipids; lipid; sodium; adenosine; trehalose; hydroxy; fatty acid; ammonium phosphate; -methyl-2,4-pentanediol; citrate; fatty-acyl; dimethyl; hydroxamate; nitrogen; mycolic acids; polyethylene glycol; sulfate; methyl; adenylate; 2-methyl-2,4-pentanediol; fatty acids; straight-chain fatty acid; ammonium; palmitic acid"
10416763,go_term,9,11,10,3,2,adenylation; binding; degradation,biosynthetic process; lipid degradation,biosynthesis; cell-wall; protein denaturation; death; synthesis; cell wall; pathogenesis; degradation; catalytic activity
10416763,disease,2,3,2,1,0,tb,,mycobacterial infection; tuberculosis
10416763,exp_methods,4,4,7,0,3,,insertion; insertions; pcr,assay; fluorescence; x-ray; co-crystallization
10416763,organism,6,8,6,2,0,ms; mtb,,mycobacterium tuberculosis; m. tuberculosis; human; m. smegmatis; m. tuberculosis h37rv; pseudomonas aeruginosa
10528270,gene_protein,1,1,2,0,1,,hemoglobin,myoglobin
10528270,exp_methods,1,2,2,1,1,epr,insertion,nmr
10528270,chemical,37,42,44,14,16,transition metal; hydrosilane; cyclohexyl iodide; 1-heptene; trifluoromethyl; alkyl; arylboronate; ethylidenecyclohexane; bromide; aryl; chloride; 4-octene; pinacolborane; 2-hexene,organic radicals; hexyl; alkyl iodide; iodo; alkyl chloride; organic molecules; transition-metal; trifluoromethyl group; radical; alkyl bromide; heterocycle; octene; cyclohexyl; organic radical; t-butyl; hexene,deuterium; fluoride; cyclopentane; carbon; alkyl; olefins; silyl ether; bromide; rhodium; palladium; chloride; copper; olefin; sulfur; mineral; iodide; transition metal; hydride; ruthenium; trifluoromethyl; transition metals; nickel; iron; fluorine; cyclohexyl iodide; nitrogen; ethylidenecyclohexane; water; 4-octene; metals; styrene; ester; acetal; cobalt; cyclohexene; oxygen; 2-hexene
10528270,go_term,1,3,1,2,0,binding; complexation,,synthesis
10492894,disease,7,8,7,2,1,charcot-marie tooth; thumb carpometacarpal osteoarthritis,musculoskeletal degeneration,stroke; ulnar neuropathy; inflammatory myopathy; myopathy; osteoarthritis; carpal tunnel syndrome; thumb carpometacarpal osteoarthritis
10492894,organism,1,1,1,0,0,,,human
10529400,chemical,60,74,74,24,24,macrolide; alprostadil; vitamin c; carbohydrates; peroxide; -chain; citric acid; serine; statins; epoprostenol; prostaglandins; tacrolimus; vitamin d; sufentanil; -; glucose; sevoflurane; fatty acids; amino acids; diazepam; peptide 1; steroids; cerium oxide; treprostinil,"glycoproteins; hydrogen peroxide; cerium;  pro-; 3,4-dihydroxybenzoate; macrolide antibiotic; collagen; prostaglandin; zocor; -met ; histone; apolipoprotein; oxide; hydroxy; electron; delta; glycoprotein; gamma; xanthine; uridylate; -met; nicotinamide; bilirubin; dapi",macrolide; edaravone; creatinine; prostacyclin; inulin; isocitrate; lactate; peroxide; cyclosporine; -chain; statins; bile acids; hydrogen; prostaglandins; liraglutide; cholesterol; adenosine triphosphate; alpha-ketoglutarate; tricarboxylic acid; carbon monoxide; lipid; succinate; creatine phosphate; nitric oxide; thromboxane b2; hydrogen sulfide; iron; salidroside; cerium oxide; short-chain fatty acids; azathioprine; silibinin; acetyl; peptide; nitrogen; purine; glutathione; phenylindole; methyl; -; heparan sulfate; calcium; ethyl; sevoflurane; hyaluronic acid; atorvastatin; adenylate; heme; phenyl; desflurane; mevalonate; fatty acids; simvastatin; biliverdin; peptide 1; propionic acid; oxygen; hyaluronan; carvedilol; urea
10529400,gene_protein,197,251,168,102,19,cc1-s; molecule; toll-like receptors; 3-hydroxy-3-methylglutaryl-coenzyme a (hmg-coa) reductase; p-selectin glycoprotein; c-jun n-terminal kinase; fibronectin a; b-cell lymphoma-2; c-met tyrosine kinase receptor; nfîºb; collagen; alb; apolipoprotein; cc1-l; c-met; tf; necroptosis; inflammatory factors; interferon regulatory factors; jun; tlr-4; receptor-interacting protein kinase; chemokines; agbl4; tg; tissue inhibitor of metalloproteinase 3; bcl-x l; yes-associated protein; protease; il-1r8; hmg-coa) reductase; phd; mitogen-activated protein kinases; inflammatory cytokine; histone; c-met receptor; ip receptors; coa; antigen r; pattern recognition receptors; -apoptotic proteins; glycoprotein; gd; mitochondrial complex i; regulator; î±-kg; scavenger receptor; succinate dehydrogenase; nf-kb; xanthine oxidase; protein deacetylase; ripk; alanine aminotransferase; nf-îºb; s1pr1-5; ifns; cytokine; transaminases; phosphatase; mixed-lineage kinase domain-like; endothelial nitric oxide synthase; proinflammatory cytokines; heat shock molecular chaperone; rhoa; p21-activated kinase 4; proinflammatory cytokine; mmps; cysteine proteases; cxcl-2; thymoglobulin; nicotinamide phosphoribosyl transferase; parkin; camp; adhesion molecules; albumin; high mobility group box 1; nos; tlr-inhibitory; rock; anti-inflammatory cytokines; sod; transcription factor; yin-yang 1 transcription factor; hmgb-1; pancaspase; e1; bcl-xl; cu/zn-superoxide dismutase; il-23; ig; rela; transcription factors; cd4; sirtuin 1; hypoxia-inducible factors; adhesion molecule; type i transmembrane glycoproteins; chemokine; prostaglandin receptors; t-cell immunoglobulin and mucin domain-containing protein-4; toll-like receptor; krã¼ppel-like factor 2,complex i; endothelial nos; tyrosine kinase receptor; cc1; caspase-3; caspases; fer-1; inducible nos; mixed-lineage kinase; s1pr1; nk cell activating receptors; transcriptional regulator; actin; metalloproteinase 3; hmg; interferon; s1p; thrombospondin-1; peptide 1,adm; il6; cc1-s; ccl2; tlr; molecule; il1f9; foxp3; timp3; hif-1î±; p-selectin glycoprotein; hsp70; slc20a1; fibrinogen; fibronectin a; psgl-1; gsdmb; il4i1; c-met tyrosine kinase receptor; peroxiredoxin-5; p38; ier3; cd47; chi3l1; p38 mapk; cc1-l; basic fibroblast growth factor; osm; il-15; serpine1; ceacam1; catalase; sirt1; nuclear factor erythroid 2-related factor 2; tf; adora3; interferon regulatory factors; mmp13; ifnî³; ikzf1; keap1; tlr-4; receptor-interacting protein kinase; chemokines; arntl; il-18; cd68; tg; txnip; il-1î²; hsp60; tissue inhibitor of metalloproteinase 3; il1î²; il-17; bcl-x l; hmgb1; thrombomodulin; il1b; il-1r8; hmg-coa) reductase; bmp4; mitogen-activated protein kinases; tnf-î±; irf1; gzmb; ip receptors; antigen r; mpo; hif-1; tim-4; birc3; ptgs2; cathepsin g; c-c chemokine receptor type 2; nitric oxide synthase; glycoprotein; gd; mitochondrial complex i; regulator; oxoglutarate dehydrogenase; glp-1r; superoxide dismutase; il-17a; ppargc1a; ogdh; atf4; stat1; cxcr2; cebpb; il-8; gja1; pink1; succinate dehydrogenase; p-selectin; ccl4; ho-1; cystatin-c; ifn-î³; ripk; mcp1; ubiquitin; cilp2; ccl3; enos; nampt; icam1; mlkl; fos; glucagon-like peptide 1 receptor; tnfî±; klf6; s1pr1-5; hgf; alt; ip-10; jak2; btg2; mixed-lineage kinase domain-like; endothelial nitric oxide synthase; gbp1; il-18r1; tenascin c; p21-activated kinase 4; cxcl-2; esr1; bcl-2; ripk3; il-10; tnf-alpha; nicotinamide phosphoribosyl transferase; oncostatin m; il-6; il-2; ripk1; camp; adhesion molecules; tnf; hepatocyte growth factor; klf2; myeloperoxidase; ikaros; inos; caspase; intercellular adhesion molecule 1; nos; mmp-9; hur; gpx4; tlr-inhibitory; tlr4; heme oxygenase 1; yin-yang 1 transcription factor; tlrs; hmgb-1; pancaspase; e1; bcl-xl; cu/zn-superoxide dismutase; tsp1; il-23; ig; rela; jnk; prdx5; cxcl1; ireb2; p-selectin glycoprotein ligand 1; cd4; nos3; tlr2; bone morphogenetic protein 4; tlr9; cxcl10; stat3; cxcl2; cxcl8; sirtuin 1; lectin; carcinoembryonic antigen-related cell adhesion molecule 1; adhesion molecule; tissue-type plasminogen activator; glucagon-like peptide-1 receptor; mapk; il1rn; tip1; chemokine; ccr2; nlrp3; serpinb1; ask1; g protein-coupled receptors; nrf2; fibronectin; syndecan-1; tp53bp2; ast; pak4
10529400,go_term,44,50,65,18,33,binding; mitochondria-; biosynthesis; phosphorylation; lipid fat droplets; mitochondrial; kupffer cell activation; ferroptosis; transmembrane; cytoplasmic; translational; brain; autoimmune responses; cell; lumen; inflammatory; lymphopoiesis; rejection,cell activation; leukocyte adhesion; uptake; tissue homeostasis; intracellular; citric acid cycle; breakdown; cell death; cellular senescence; krebs cycle; behaviors; regeneration; heme breakdown; hippo signaling pathway; neutrophil activation; neutrophils activation; cellular process; innate immune response; heme degradation; learning; lipid droplet; extracellular matrix; transport; oxidative phosphorylation; antioxidant activity; cholesterol biosynthesis; oxidative burst; innate immune responses; cell maturation; glucose metabolism; cellular metabolism; cell membrane; chemokines production,cytoplasm; mitochondrial; mitophagy; kupffer cell activation; extracellular space; organelle; transmembrane; pyroptosis; autoimmune responses; extracellular; degradation; gene expression; platelet activation; catabolism; secretion; synthesis; cytoplasmic; detoxification; pathogenesis; inflammatory response; cell; membrane; pore; biosynthesis; phosphorylation; ferroptosis; death; brain; cell surface; cell walls; immune responses; aging; energy homeostasis; mitochondria-; metabolism; vasoconstriction; signal transduction; ribosomes; immune response; macrophage activation; inflammatory responses; mitochondria; inflammatory; phagocytosis
